Category,Description,Nutrient Data Bank Number,Data.Alpha Carotene,Data.Carbohydrate,Data.Cholesterol,Data.Fiber,Data.Protein,Data.Water,Data.Major Minerals.Magnesium,Data.Major Minerals.Phosphorus,Data.Major Minerals.Potassium,Data.Vitamins.Vitamin B12,Result
Chicken or turkey and vegetables excluding carrots,"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",27446410,9,5.54,37,0.7,9.87,75.84,18,151,162,0.21,No
Chicken or turkey fricassee,"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",27448020,3,2.54,52,0.7,14,68.5,17,129,219,0.22,No
Chicken or turkey fricassee,"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",27448030,0,0,106,0,25.15,61.98,22,223,262,0.34,No
Crab salad,Crab salad,27450010,0,1.19,58,0.4,9.44,71.76,21,129,200,1.71,Yes
Lobster salad,Lobster salad,27450020,0,1.15,85,0.4,10.33,71.22,25,107,187,0.77,No
Salmon salad,Salmon salad,27450030,7,2.66,38,0.4,10.86,67.51,19,190,244,2.37,No
Shrimp chow mein or chop suey,"Shrimp chow mein or chop suey, no noodles",27450040,18,4.27,73,0.8,8.8,83.64,19,126,148,0.58,Yes
Tuna salad,"Tuna salad, made with mayonnaise",27450060,7,2.82,27,0.4,10.12,69.76,15,81,154,1.34,Yes
Tuna salad,"Tuna salad, made with light mayonnaise",27450061,7,4.67,22,0.4,9.82,78.62,15,78,154,1.29,No
Tuna salad,"Tuna salad, made with mayonnaise-type salad dressing",27450062,7,5.84,22,0.4,9.92,77.62,15,78,155,1.31,No
Tuna salad,"Tuna salad, made with light mayonnaise-type salad dressing",27450063,7,4.67,22,0.4,9.82,78.62,15,78,154,1.29,Yes
Tuna salad,"Tuna salad, made with creamy dressing",27450064,7,3.94,24,0.4,10.03,74.14,15,116,161,1.33,Yes
Tuna salad,"Tuna salad, made with light creamy dressing",27450065,7,7.31,18,0.4,9.86,80.37,15,92,175,1.27,No
Tuna salad,"Tuna salad, made with Italian dressing",27450066,7,5.27,18,0.4,9.87,78.09,15,79,166,1.3,Yes
Tuna salad,"Tuna salad, made with light Italian dressing",27450067,7,4.84,18,0.4,9.82,81.68,15,78,167,1.29,Yes
Tuna salad,"Tuna salad, made with any type of fat free dressing",27450068,7,6.18,20,0.8,9.64,81.33,14,75,156,1.27,Yes
Shrimp salad,Shrimp salad,27450070,0,1.22,133,0.4,10.47,69.65,19,107,110,0.39,Yes
Seafood salad,Seafood salad,27450080,0,1.18,92,0.4,10.08,70.89,22,114,166,0.96,No
Tuna salad with cheese,Tuna salad with cheese,27450090,7,2.78,34,0.4,11.37,66.6,16,117,146,1.32,No
Tuna salad with egg,Tuna salad with egg,27450100,7,2.67,56,0.4,10.33,70.17,14,88,151,1.32,No
Shrimp garden salad,"Shrimp garden salad, shrimp, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",27450110,191,2.63,124,0.9,8.2,85.91,22,96,184,0.37,Yes
Shrimp garden salad,"Shrimp garden salad, shrimp, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",27450120,2,2.24,132,0.8,8.73,85.61,23,102,176,0.39,No
Crab salad made with imitation crab,Crab salad made with imitation crab,27450130,0,8.58,19,0.6,4.12,69.02,24,149,115,0.3,No
Fish,"Fish, tofu, and vegetables, tempura",27450150,9,4.55,57,1.1,4.03,74.77,15,72,173,0.18,Yes
Seafood garden salad with seafood,"Seafood garden salad with seafood, lettuce, vegetables excluding tomato and carrots, no dressing",27450180,2,2.43,61,0.9,7.68,88.23,26,97,217,0.73,Yes
Seafood garden salad with seafood,"Seafood garden salad with seafood, lettuce, tomato and/or carrots, other vegetables, no dressing",27450190,222,2.87,57,1,7.13,88.39,25,90,224,0.68,No
Seafood garden salad with seafood,"Seafood garden salad with seafood, lettuce, eggs, vegetables excluding tomato and carrots, no dressing",27450200,2,2.23,109,0.7,8.44,86.12,23,108,203,0.79,No
Seafood garden salad with seafood,"Seafood garden salad with seafood, lettuce, eggs, tomato and/or carrots, other vegetables, no dressing",27450210,190,2.61,103,0.8,7.92,86.39,23,102,209,0.74,Yes
Oysters Rockefeller,Oysters Rockefeller,27450250,0,9.27,34,1.9,7.65,73.97,47,107,253,4.2,Yes
Lomi salmon,Lomi salmon,27450310,48,3.31,19,1,7.55,86.48,18,135,270,1.54,No
Shrimp and vegetables including carrots,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",27450400,923,3.8,78,1.6,9.35,78.34,20,133,146,0.62,Yes
Shrimp and vegetables excluding carrots,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",27450405,17,6.78,77,1.3,9.25,75.98,25,137,157,0.6,Yes
Shrimp and vegetables including carrots,"Shrimp and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27450410,587,5.29,72,1.3,9.2,77.39,24,140,219,0.65,Yes
Shrimp and vegetables excluding carrots,"Shrimp and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",27450420,10,4.92,74,0.9,9.38,77.39,24,140,199,0.67,Yes
Shrimp shish kabob with vegetables,"Shrimp shish kabob with vegetables, excluding potatoes",27450430,2,5.69,95,0.9,11.14,79.67,24,162,194,0.75,No
Shrimp creole,"Shrimp creole, no rice",27450450,1,4.49,127,1,14.32,74.12,28,195,197,1,No
Kung Pao shrimp,Kung Pao shrimp,27450470,2,5.56,107,1.1,14.34,67.13,37,199,201,0.74,No
Tuna casserole with vegetables and mushroom sauce,"Tuna casserole with vegetables and mushroom sauce, no noodles",27450510,1,8.41,20,0.9,8.86,76.24,16,94,175,0.99,Yes
Shellfish mixture and vegetables including carrots,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27450600,587,6.03,44,1.3,9.45,76.32,23,143,297,3.52,No
Shellfish mixture and vegetables excluding carrots,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",27450610,10,5.69,46,0.9,9.63,76.28,23,144,279,3.66,No
Shellfish mixture and vegetables including carrots,"Shellfish mixture and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, mushroom sauce",27450650,504,5.93,28,1.1,6.25,79.32,13,98,173,2.13,Yes
Shellfish mixture and vegetables excluding carrots,"Shellfish mixture and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, mushroom sauce",27450660,10,7.64,28,1,6.3,77.62,16,102,181,2.13,Yes
Fish and vegetables including carrots,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",27450700,565,4.39,12,1.6,6.28,80.76,20,56,241,0.24,No
Fish and vegetables excluding carrots,"Fish and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, tomato-based sauce",27450710,11,6.3,12,1.5,6.33,78.83,23,60,249,0.24,No
Fish and vegetables including carrots,"Fish and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",27450740,587,4.78,19,1.3,7.83,80.36,19,153,260,0.87,Yes
Fish and vegetables excluding  carrots,"Fish and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",27450750,10,4.38,20,0.9,7.95,80.47,19,154,241,0.9,Yes
Fish shish kabob with vegetables,"Fish shish kabob with vegetables, excluding potatoes",27450760,2,5,26,0.9,9.31,83.62,18,180,247,1.04,No
Fried fish with sauce,"Fried fish with sauce, Puerto Rican style",27451010,9,3.42,39,0.8,11.81,71.91,31,145,309,1.43,Yes
Lobster with sauce,"Lobster with sauce, Puerto Rican style",27451030,11,3.96,77,1,10.76,72.08,32,106,283,0.68,Yes
Octopus salad,"Octopus salad, Puerto Rican style",27451060,33,5.56,29,1,9.67,71.33,24,107,297,9.69,Yes
Codfish salad,"Codfish salad, Puerto Rican style, Serenata",27451070,31,2.81,15,0.7,6.61,72.86,17,83,245,0.28,Yes
Chow mein or chop suey,"Chow mein or chop suey, NS as to type of meat, no noodles",27460010,19,3.84,37,0.8,9.78,82.1,14,99,183,0.12,No
Lau lau,Lau lau,27460100,0,0,57,0,15.25,74.98,18,197,223,0.78,No
Julienne salad,"Julienne salad, meat, cheese, eggs, vegetables, no dressing",27460490,168,2.57,74,0.7,10.99,78.83,20,142,226,0.41,No
Antipasto with ham,"Antipasto with ham, fish, cheese, vegetables",27460510,1032,3.88,39,1.1,11.62,70.61,22,181,244,0.5,Yes
Livers,"Livers, chicken, chopped, with eggs and onion",27460710,5,2.87,315,0.4,12.89,63.15,15,210,170,7.45,No
Liver,"Liver, beef or calves, and onions",27460750,7,6.97,232,0.5,16.68,71.01,18,309,277,50.67,No
Stewed chitterlings,"Stewed chitterlings, Puerto Rican style",27462000,23,3.82,172,1,8.4,69.26,13,57,142,0.26,Yes
Stewed gizzards,"Stewed gizzards, Puerto Rican style",27463000,0,4.4,237,1.1,20.25,66.14,11,138,239,0.67,Yes
Gumbo,"Gumbo, no rice",27464000,0,4.02,33,0.9,8.53,82.31,15,84,186,0.18,No
Sandwich,"Sandwich, NFS",27500050,0,33.02,31,1.4,9.28,41.42,22,140,177,0.16,No
Meat sandwich,"Meat sandwich, NFS",27500100,0,33.02,31,1.4,9.28,41.42,22,140,177,0.16,Yes
Wrap sandwich,"Wrap sandwich, NFS",27500300,12,13.32,56,1.2,12.74,63.33,18,155,203,0.16,No
Beef sandwich,"Beef sandwich, NFS",27510000,0,18.68,23,0.6,11.93,60.13,19,137,178,0.47,Yes
Beef barbecue submarine sandwich,"Beef barbecue submarine sandwich, on bun",27510130,0,26.04,38,0.8,16.73,50.25,19,123,194,0.8,Yes
Cheeseburger slider,"Cheeseburger slider, from fast food",27510140,0,24.9,44,0.9,16.22,42.1,23,213,189,1.27,Yes
Cheeseburger,"Cheeseburger, NFS",27510155,0,18.62,54,0.6,17.92,45.05,22,202,219,1.62,Yes
Cheeseburger,"Cheeseburger, from fast food, 1 small patty",27510160,0,23.82,46,0.8,16.48,42.36,23,220,191,1.31,No
Cheeseburger (Burger King),Cheeseburger (Burger King),27510170,0,23.87,37,1,13.94,47.97,23,201,211,1.14,No
Whopper Jr with cheese (Burger King),Whopper Jr with cheese (Burger King),27510171,13,18.89,34,0.9,12.07,54.9,19,164,191,0.94,No
Cheeseburger (McDonalds),Cheeseburger (McDonalds),27510172,1,25.46,39,1.9,13.49,45.78,23,142,184,1.31,Yes
Cheeseburger,"Cheeseburger, from school cafeteria",27510190,0,23.87,42,2.4,18.89,46.6,41,219,240,1.23,No
Cheeseburger slider,Cheeseburger slider,27510191,0,17.81,56,0.6,18.13,45.4,22,201,222,1.66,No
Cheeseburger,"Cheeseburger, on white bun, 1 small patty",27510195,0,19.5,53,0.7,17.66,44.42,22,212,212,1.55,Yes
Cheeseburger,"Cheeseburger, on wheat bun, 1 small patty",27510196,0,18.06,53,1.8,18.39,44.96,35,239,242,1.54,Yes
Cheeseburger,"Cheeseburger, from fast food, 1 medium patty",27510215,0,18.62,54,0.6,17.92,45.05,22,202,219,1.62,No
Quarter Pounder (McDonalds),Quarter Pounder (McDonalds),27510229,1,22.14,40,1.1,15.68,48.81,24,121,225,1.66,No
Whopper with cheese (Burger King),Whopper with cheese (Burger King),27510231,0,17.73,51,1.1,13.69,50.92,18,125,208,0.93,Yes
Quarter Pounder with cheese (McDonalds),Quarter Pounder with cheese (McDonalds),27510232,1,19.72,48,1.2,15.21,48.36,26,183,223,1.75,Yes
Cheeseburger submarine sandwich with lettuce,"Cheeseburger submarine sandwich with lettuce, tomato and spread",27510235,0,21.49,24,1.2,12.29,58.88,22,132,183,0.58,No
Cheeseburger,"Cheeseburger, on white bun, 1 medium patty",27510241,0,18.62,54,0.6,17.92,45.05,22,202,219,1.62,Yes
Cheeseburger,"Cheeseburger, on wheat bun, 1 medium patty",27510242,0,17.24,54,1.7,18.62,45.57,34,228,247,1.61,Yes
Cheeseburger,"Cheeseburger, on white bun, 1 large patty",27510245,0,15.15,60,0.5,18.79,46.06,22,219,227,1.76,Yes
Cheeseburger,"Cheeseburger, on wheat bun, 1 large patty",27510246,0,14.05,60,1.4,19.35,46.47,32,240,250,1.75,Yes
Double cheeseburger,"Double cheeseburger, on white bun, 2 small patties",27510254,0,13.24,63,0.5,19.34,47.36,21,199,241,1.9,No
Double cheeseburger,"Double cheeseburger, on wheat bun, 2 small patties",27510255,0,12.26,63,1.2,19.84,47.73,30,218,261,1.89,No
Double cheeseburger,"Double cheeseburger, on white bun, 2 medium patties",27510257,0,11.68,66,0.4,19.7,47.39,21,224,240,1.93,No
Double cheeseburger,"Double cheeseburger, on wheat bun, 2 medium patties",27510258,0,10.84,66,1,20.13,47.71,29,240,257,1.92,Yes
Cheeseburger,"Cheeseburger, from fast food, 1 large patty",27510261,0,15.15,60,0.5,18.79,46.06,22,219,227,1.76,No
Double cheeseburger,"Double cheeseburger, on white bun, 2 large patties",27510262,0,9.57,69,0.3,20.29,48.52,21,214,251,2.06,No
Double cheeseburger,"Double cheeseburger, on wheat bun, 2 large patties",27510263,0,8.88,69,0.9,20.64,48.78,27,228,266,2.05,Yes
Double cheeseburger,"Double cheeseburger, from fast food, 2 small patties",27510371,0,17.58,56,0.6,18.17,45.32,22,208,221,1.66,Yes
Double cheeseburger (Burger King),Double cheeseburger (Burger King),27510386,0,17.2,51,0.7,16.18,49.07,23,243,239,1.51,No
Double cheeseburger (McDonalds),Double cheeseburger (McDonalds),27510387,1,17.97,50,0.9,16.24,47.16,21,165,226,1.28,No
McDouble (McDonalds),McDouble (McDonalds),27510388,1,17.97,50,0.9,16.24,47.16,21,165,226,1.28,Yes
Big Mac (McDonalds),Big Mac (McDonalds),27510389,1,21.53,36,1.4,11.94,50.54,25,136,182,1.27,Yes
Double cheeseburger,"Double cheeseburger, from fast food, 2 medium patties",27510401,0,11.68,66,0.4,19.7,47.39,21,224,240,1.93,No
Double cheeseburger,"Double cheeseburger, from fast food, 2 large patties",27510405,0,9.57,69,0.3,20.29,48.52,21,214,251,2.06,Yes
Hamburger slider,"Hamburger slider, from fast food",27510501,0,29.18,35,1,15.27,42.41,21,131,198,1.22,Yes
Hamburger,"Hamburger, NFS",27510521,0,20.68,49,0.7,17.51,45.69,21,143,229,1.63,Yes
Hamburger,"Hamburger, from fast food, 1 small patty",27510531,0,28.27,36,1,15.51,42.76,21,132,201,1.26,Yes
Hamburger (Burger King),Hamburger (Burger King),27510551,0,25.98,31,1.1,13.63,48.38,21,121,199,1.09,No
Whopper Jr (Burger King),Whopper Jr (Burger King),27510552,15,21.12,25,1,10.74,57.08,18,97,198,0.85,No
Hamburger (McDonalds),Hamburger (McDonalds),27510553,0,29.57,29,1.8,13.3,44.82,22,110,197,1.2,No
Hamburger,"Hamburger, from school cafeteria",27510565,0,26.17,38,2.7,17.97,46.85,43,186,259,1.21,Yes
Hamburger slider,Hamburger slider,27510573,0,19.71,51,0.7,17.76,46.06,21,145,232,1.68,No
Hamburger,"Hamburger, on white bun, 1 small patty",27510575,0,22.22,47,0.8,17.1,45.1,21,141,223,1.56,No
Hamburger,"Hamburger, on wheat bun, 1 small patty",27510576,0,20.53,47,2.1,17.96,45.74,36,174,258,1.54,Yes
Hamburger,"Hamburger, from fast food, 1 medium patty",27510601,0,20.68,49,0.7,17.51,45.69,21,143,229,1.63,Yes
Hamburger,"Hamburger, from fast food, 1 large patty",27510605,0,17.12,55,0.6,18.43,47.04,20,148,241,1.8,No
Whopper (Burger King),Whopper (Burger King),27510615,15,17.33,33,1.5,11.34,57.52,18,97,188,1.21,No
Hamburger,"Hamburger, on white bun, 1 medium patty",27510631,0,20.68,49,0.7,17.51,45.69,21,143,229,1.63,Yes
Hamburger,"Hamburger, on wheat bun, 1 medium patty",27510632,0,19.11,49,2,18.31,46.28,35,174,262,1.62,Yes
Hamburger,"Hamburger, on white bun, 1 large patty",27510635,0,17.12,55,0.6,18.43,47.04,20,148,241,1.8,No
Hamburger,"Hamburger, on wheat bun, 1 large patty",27510636,0,15.82,55,1.6,19.1,47.53,32,174,269,1.79,Yes
Double hamburger,"Double hamburger, on white bun, 2 small patties",27510649,0,14.26,60,0.5,19.18,48.14,20,153,252,1.94,Yes
Double hamburger,"Double hamburger, on wheat bun, 2 small patties",27510652,0,13.18,60,1.4,19.73,48.54,30,173,274,1.94,Yes
Double hamburger,"Double hamburger, on white bun, 2 medium patties",27510655,0,13.02,62,0.5,19.51,48.62,20,154,256,2,Yes
Double hamburger,"Double hamburger, on wheat bun, 2 medium patties",27510657,0,12.03,62,1.2,20.01,48.99,29,173,277,2,No
Double hamburger,"Double hamburger, on white bun, 2 large patties",27510658,0,10.33,66,0.4,20.22,49.66,20,158,266,2.13,No
Double hamburger,"Double hamburger, on wheat bun, 2 large patties",27510659,0,9.54,66,1,20.62,49.95,27,173,282,2.13,No
Double hamburger,"Double hamburger, from fast food, 2 small patties",27510661,0,19.68,51,0.7,17.76,46.06,21,145,232,1.68,Yes
Double hamburger,"Double hamburger, from fast food, 2 medium patties",27510671,0,13.02,62,0.5,19.51,48.62,20,154,256,2,No
Double hamburger,"Double hamburger, from fast food, 2 large patties",27510675,0,10.33,66,0.4,20.22,49.66,20,158,266,2.13,No
Meatball and spaghetti sauce submarine sandwich,Meatball and spaghetti sauce submarine sandwich,27510700,0,26.01,15,2.1,9.77,53.59,29,97,275,0.55,Yes
Chiliburger,"Chiliburger, with or without cheese, on bun",27510705,3,18.36,37,1.5,13.93,54.86,23,126,239,1.22,Yes
Corned beef sandwich,Corned beef sandwich,27510910,0,19.73,34,1.1,14.57,56.85,18,92,123,0.64,No
Reuben sandwich,"Reuben sandwich, corned beef sandwich with sauerkraut and cheese, with spread",27510950,1,19.32,48,2.2,12.59,48.2,24,171,136,0.94,No
Pastrami sandwich,Pastrami sandwich,27511010,0,19.87,27,1.1,12.46,61.55,19,117,153,0.74,Yes
Roast beef sandwich,Roast beef sandwich,27513010,0,22.21,30,1.3,15.17,49.91,23,200,224,0.96,No
Roast beef sandwich,"Roast beef sandwich, with gravy",27513020,0,13.77,32,0.7,12.04,59.85,15,104,171,0.98,Yes
Roast beef submarine sandwich,"Roast beef submarine sandwich, with lettuce, tomato and spread",27513040,0,19.4,19,0.7,11.64,61.11,19,113,180,0.42,Yes
Roast beef submarine sandwich,"Roast beef submarine sandwich, with cheese, lettuce, tomato and spread",27513041,0,18.68,23,0.6,11.93,60.13,19,137,178,0.47,Yes
Roast beef sandwich with cheese,Roast beef sandwich with cheese,27513050,0,18.09,54,0.8,17.15,42.65,24,230,236,1.53,Yes
Roast beef sandwich with bacon and cheese sauce,Roast beef sandwich with bacon and cheese sauce,27513060,0,19.67,55,0.7,18.82,38.43,23,213,245,1.37,No
Roast beef submarine sandwich,"Roast beef submarine sandwich, on roll, au jus",27513070,0,17.54,32,0.6,12.34,56.12,16,106,172,1.06,No
Steak submarine sandwich with lettuce and tomato,Steak submarine sandwich with lettuce and tomato,27515000,10,20.31,35,0.9,15.83,56.93,22,143,241,1.28,No
Steak sandwich,"Steak sandwich, plain, on roll",27515010,0,16.5,55,0.6,21.64,52.86,25,188,287,1.94,Yes
Steak and cheese submarine sandwich,"Steak and cheese submarine sandwich, with lettuce and tomato",27515020,0,21.49,24,1.2,12.29,58.88,22,132,183,0.58,No
Steak and cheese sandwich,"Steak and cheese sandwich, plain, on roll",27515030,0,18.13,54,0.6,19.7,49.97,26,277,274,1.72,No
Steak and cheese submarine sandwich,"Steak and cheese submarine sandwich, plain, on roll",27515040,0,21.68,48,0.7,18.59,48.23,26,257,257,1.55,Yes
Fajita-style beef sandwich with cheese,"Fajita-style beef sandwich with cheese, on pita bread, with lettuce and tomato",27515050,3,15.33,19,1.2,9.1,66.69,17,113,191,0.62,Yes
